,car,price,body,mileage,engV,engType,registration,year,model,drive
7228,Geely,4600.0,sedan,74,1.6,Gas,yes,2010,MK,front
7229,VAZ,3100.0,sedan,187,1.6,Petrol,yes,2007,21099,front
7230,Fiat,15100.0,vagon,29,1.4,Gas,yes,2014,500 L,front
7231,Fiat,5100.0,van,175,1.9,Diesel,yes,2002,Scudo ïàññ.,front
7232,BMW,4100.0,sedan,350,2.4,Diesel,yes,1992,525,rear
7233,Mitsubishi,9000.0,crossover,200,2.0,Gas,yes,2006,Outlander,full
7234,Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996,Pajero,full
7235,Audi,17000.0,crossover,127,3.0,Diesel,no,2013,Q7,full
7236,BMW,8500.0,sedan,245,2.2,Petrol,yes,2002,523,rear
7237,Ford,56700.0,other,0,2.3,Petrol,yes,2016,Mustang,rear
7238,Hyundai,6400.0,hatch,79,1.4,Petrol,yes,2007,Getz,front
7239,Rover,5500.0,sedan,203,2.0,Petrol,yes,2000,75,front
7240,Opel,6100.0,sedan,193,1.4,Petrol,yes,2007,Astra G,front
7241,Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000,G 500,full
7242,VAZ,4700.0,sedan,16,1.6,Petrol,yes,2008,2115,front
7243,Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001,320,rear
7244,Skoda,8600.0,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front
7245,Honda,16200.0,crossover,92,2.0,Gas,yes,2008,CR-V,full
7246,Toyota,12900.0,sedan,134,2.4,Gas,yes,2007,Camry,front
7247,Renault,11700.0,van,150,2.3,Diesel,yes,2012,Master ãðóç.,front
7248,Skoda,8400.0,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front
7249,Opel,7000.0,vagon,115,1.7,Diesel,yes,2009,Astra G,front
7250,Renault,2900.0,hatch,280,,Diesel,no,2005,Scenic,front
7251,Dodge,3550.0,sedan,303,2.0,Gas,yes,1994,Neon,front
7252,Kia,12900.0,crossover,202,2.5,Diesel,yes,2007,Sorento,full
7253,Daewoo,3450.0,sedan,134,0.8,Petrol,yes,2008,Matiz,front
7254,Mercedes-Benz,13100.0,sedan,160,3.7,Petrol,yes,2003,S 350,rear
7255,Mercedes-Benz,4000.0,sedan,405,2.0,Diesel,yes,1992,200,rear
7256,Ford,8200.0,van,123,1.8,Diesel,yes,2008,C-Max,front
7257,Geely,3700.0,sedan,68,1.5,Petrol,yes,2011,CK-2,front
7258,Mercedes-Benz,8000.0,van,40,2.9,Diesel,yes,1999,Sprinter 212 ïàññ.,
7259,Volkswagen,9300.0,van,154,2.0,Gas,yes,2010,Caddy ïàññ.,front
7260,ZAZ,1800.0,sedan,120,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
7261,SsangYong,16200.0,crossover,21,2.0,Diesel,yes,2014,Kyron,full
7262,Toyota,14700.0,hatch,98,1.6,Gas,yes,2013,Auris,front
7263,Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004,E-Class,
7264,Mercedes-Benz,42500.0,sedan,140,5.5,Petrol,yes,2011,S 500,full
7265,Daewoo,3800.0,sedan,94,1.5,Petrol,yes,2008,Nexia,front
7266,Mazda,9700.0,hatch,49,1.5,Petrol,yes,2009,2,front
7267,BMW,11800.0,crossover,210,3.0,Diesel,no,2006,X5,full
7268,VAZ,703.95,sedan,187,1.6,Petrol,yes,1985,2107,rear
7269,Nissan,3700.0,sedan,250,2.0,Other,yes,1995,Maxima,rear
7270,BMW,3700.0,sedan,305,1.9,Petrol,no,2000,318,rear
7271,Kia,18800.0,crossover,86,2.4,Gas,yes,2012,Sorento,full
7272,VAZ,5100.0,crossover,5,1.7,Petrol,yes,2000,2121,full
7273,Volkswagen,16450.0,van,143,2.0,Diesel,yes,2012,T5 (Transporter) ãðóç,front
7274,Audi,30500.0,vagon,152,3.0,Diesel,yes,2012,A6,full
7275,Land Rover,83000.0,crossover,16,3.0,Petrol,yes,2015,Range Rover Sport,
7276,Volkswagen,7800.0,vagon,289,,Diesel,yes,2003,Passat B5,front
7277,Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011,Phaeton,full
7278,Mercedes-Benz,23500.0,van,161,2.2,Diesel,yes,2011,Vito ïàññ.,full
7279,Audi,8700.0,sedan,202,3.7,Gas,yes,1998,A8,full
7280,Land Rover,55000.0,crossover,75,3.0,Diesel,yes,2013,Range Rover Sport,full
7281,Ford,40600.0,other,0,2.2,Diesel,yes,2016,Ranger,full
7282,Chevrolet,7000.0,sedan,123,2.0,Petrol,yes,2008,Epica,front
7283,Peugeot,2700.0,other,400,2.5,Diesel,yes,1995,Boxer ãðóç.,front
7284,ZAZ,6900.0,sedan,52,1.5,Gas,yes,2013,Vida,front
7285,Mercedes-Benz,74900.0,other,32,6.3,Petrol,yes,2007,CL 63 AMG,rear
7286,SsangYong,10900.0,crossover,183,2.7,Diesel,yes,2006,Rexton,full
7287,Ford,36155.0,crossover,0,2.0,Diesel,yes,2016,Kuga,full
7288,Audi,49900.0,other,79,4.2,Petrol,yes,2007,R8,full
7289,Mitsubishi,11960.0,other,140,2.5,Diesel,yes,2007,L 200,full
7290,Peugeot,9000.0,hatch,108,1.6,Diesel,yes,2008,308,front
7291,Alfa Romeo,2300.0,sedan,122,1.6,Petrol,yes,1991,75,rear
7292,Toyota,26200.0,crossover,156,4.0,Gas,yes,2007,Land Cruiser Prado,
7293,Toyota,19200.0,crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado,full
7294,BMW,2800.0,sedan,300,1.8,Other,yes,1987,318,rear
7295,Geely,6200.0,sedan,12,1.5,Petrol,yes,2013,CK-2,front
7296,Chevrolet,8000.0,sedan,49,1.5,Petrol,yes,2011,Aveo,front
7297,Mercedes-Benz,11000.0,van,300,2.2,Diesel,yes,2007,Vito ïàññ.,rear
7298,Ford,18300.0,crossover,36,2.5,Petrol,yes,2012,Kuga,full
7299,Chevrolet,4300.0,sedan,118,1.5,Gas,yes,2005,Aveo,front
7300,Lexus,2990.0,sedan,200,3.0,Petrol,no,1997,GS 300,rear
7301,Volkswagen,34500.0,crossover,108,3.0,Diesel,yes,2012,Touareg,full
7302,BMW,6499.0,other,230,3.0,Diesel,no,2002,X5,
7303,Peugeot,4700.0,sedan,315,2.0,Petrol,yes,2003,406,front
7304,Suzuki,8750.0,sedan,89,1.6,Petrol,yes,2008,SX4,front
7305,Audi,0.0,sedan,166,3.0,Gas,yes,2005,A6,full
7306,Audi,53700.0,crossover,67,3.0,Petrol,yes,2013,A6 Allroad,full
7307,ZAZ,1650.0,hatch,103,1.2,Gas,yes,2002,1102 Òàâðèÿ,front
7308,VAZ,6500.0,crossover,7,,Gas,yes,2015,2121,full
7309,Nissan,16600.0,hatch,13,,Other,yes,2014,Leaf,front
7310,Citroen,13800.0,hatch,94,1.6,Diesel,yes,2013,C4,front
7311,Fiat,6500.0,van,168,1.3,Diesel,yes,2011,Fiorino ïàññ.,front
7312,Volkswagen,4500.0,vagon,220,2.0,Diesel,no,2005,Touran,front
7313,Ford,7800.0,vagon,106,1.4,Petrol,yes,2011,Fusion,front
7314,ZAZ,8436.285,sedan,8,1.5,Gas,yes,2015,Vida,front
7315,VAZ,2500.0,sedan,82,1.5,Petrol,yes,2007,2107,rear
7316,Opel,7100.0,hatch,201,1.6,Gas,yes,2005,Astra H,front
7317,Opel,10800.0,van,220,2.0,Diesel,yes,2006,Vivaro ïàññ.,front
7318,Audi,15000.0,sedan,168,,Other,yes,2007,A6,
7319,Nissan,16990.0,crossover,70,1.6,Petrol,yes,2014,Juke,front
7320,Mercedes-Benz,42500.0,sedan,110,3.0,Diesel,yes,2011,S 350,full
7321,Peugeot,9500.0,vagon,123,1.6,Other,yes,2008,Partner ïàññ.,front
7322,Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,E-Class,rear
7323,Volkswagen,17200.0,van,230,3.2,Gas,yes,2008,Multivan,front
7324,Chery,4600.0,crossover,55,1.3,Petrol,yes,2011,Beat,front
7325,Toyota,27800.0,crossover,98,2.2,Diesel,yes,2013,Rav 4,full
7326,Opel,7290.0,sedan,209,2.2,Petrol,yes,2004,Vectra C,front
7327,BMW,0.0,sedan,145,2.0,Diesel,yes,2007,320,rear
7328,Audi,14300.0,sedan,175,3.0,Petrol,yes,2006,A6,full
7329,Toyota,26200.0,other,73,2.5,Diesel,yes,2012,Hilux,full
7330,VAZ,4450.0,vagon,30,1.4,Petrol,yes,2012,1117,front
7331,Honda,16300.0,crossover,111,2.4,Petrol,yes,2008,CR-V,full
7332,Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,Auris,front
7333,Jaguar,39900.0,sedan,24,2.0,Petrol,yes,2016,XE,rear
7334,Volkswagen,10500.0,other,270,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front
7335,BMW,10800.0,other,191,2.2,Petrol,yes,2002,320,rear
7336,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350,full
7337,Audi,1750.0,vagon,330,1.9,Diesel,no,1996,A4,front
7338,Volkswagen,12800.0,other,298,,Diesel,yes,2005,T5 (Transporter) ïàññ.,
7339,Chevrolet,6000.0,crossover,203,1.7,Petrol,yes,2007,Niva,full
7340,Mitsubishi,12300.0,other,175,2.5,Diesel,yes,2008,L 200,full
7341,Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010,Caddy ïàññ.,front
7342,Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006,CLS 350,rear
7343,Citroen,6700.0,van,108,1.6,Diesel,yes,2007,Berlingo ïàññ.,front
7344,Jaguar,10300.0,sedan,164,2.5,Petrol,yes,2006,X-Type,full
7345,Rolls-Royce,130000.0,other,43,6.75,Petrol,yes,2006,Phantom,rear
7346,BMW,5800.0,sedan,270,4.4,Petrol,yes,1996,540,rear
7347,Renault,4299.0,vagon,300,1.5,Diesel,yes,2003,Kangoo ïàññ.,front
7348,Ford,16600.0,other,30,2.2,Diesel,yes,2013,Ranger,full
7349,Chevrolet,94400.0,van,1,5.3,Petrol,yes,2014,Express ïàññ.,full
7350,Land Rover,95555.0,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
7351,Geely,9900.0,sedan,79,2.0,Gas,yes,2014,Emgrand 8,front
7352,Renault,10200.0,vagon,151,1.5,Diesel,yes,2011,Megane,front
7353,Chery,6350.0,crossover,77,2.4,Gas,yes,2008,Tiggo,front
7354,Dodge,47000.0,other,14,6.4,Petrol,yes,2009,Challenger,
7355,Nissan,7500.0,sedan,192,10.0,Gas,yes,2003,Maxima,front
7356,Lexus,22500.0,sedan,120,3.5,Petrol,yes,2010,GS 350,full
7357,Land Rover,46900.0,crossover,115,3.0,Diesel,yes,2012,Range Rover Sport,full
7358,Mercedes-Benz,6999.0,other,168,2.3,Petrol,yes,2001,CLK 230,
7359,Toyota,8900.0,crossover,153,2.0,Petrol,yes,2003,Rav 4,full
7360,Volvo,5999.0,sedan,168,2.0,Petrol,yes,2000,S80,front
7361,Mercedes-Benz,7500.0,sedan,187,2.0,Gas,yes,2001,C-Class,
7362,BMW,12500.0,crossover,176,3.0,Gas,yes,2002,X5,full
7363,Toyota,5500.0,crossover,188,2.0,Petrol,yes,1999,Rav 4,full
7364,Renault,6900.0,sedan,68,1.5,Diesel,yes,2013,Logan,
7365,Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007,Lancer,
7366,Land Rover,6900.0,crossover,167,2.5,Gas,yes,2003,Freelander,full
7367,Honda,7999.0,sedan,118,1.8,Petrol,yes,2007,Civic,
7368,Daewoo,2500.0,hatch,12,1.6,Gas,yes,1998,Nubira,front
7369,Mercedes-Benz,2100.0,other,350,2.4,Diesel,yes,1988,MB ãðóç.,front
7370,Ferrari,205000.0,other,12,4.5,Petrol,yes,2012,458 Italia,rear
7371,Volkswagen,10900.0,sedan,136,1.8,Petrol,yes,2008,Passat B6,front
7372,Renault,9200.0,hatch,12,1.2,Petrol,yes,2013,Sandero,front
7373,VAZ,1100.0,sedan,38,1.5,Gas,yes,1990,2107,rear
7374,Volkswagen,9650.0,vagon,200,1.4,Gas,yes,2009,Passat B6,front
7375,Audi,31500.0,sedan,80,2.0,Petrol,yes,2013,A6,front
7376,Peugeot,15700.0,vagon,55,1.6,Diesel,yes,2012,3008,front
7377,BMW,12800.0,sedan,140,2.2,Petrol,yes,2005,520,rear
7378,BMW,22500.0,other,100,3.0,Petrol,yes,2007,630,rear
7379,Toyota,19800.0,crossover,44,2.0,Petrol,yes,2013,Rav 4,front
7380,Mercedes-Benz,6400.0,hatch,177,2.0,Diesel,no,2008,B 200,front
7381,Porsche,54500.0,sedan,77,4.8,Petrol,yes,2012,Panamera,full
7382,Opel,8500.0,sedan,230,2.2,Petrol,yes,2006,Vectra C,front
7383,BMW,19000.0,crossover,215,3.0,Diesel,yes,2006,X5,full
7384,Skoda,10500.0,sedan,170,1.8,Gas,yes,2008,Superb,front
7385,Nissan,13900.0,hatch,45,,Other,yes,2012,Leaf,front
7386,Audi,69999.0,crossover,21,3.0,Petrol,yes,2015,A6 Allroad,full
7387,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,full
7388,Daewoo,4100.0,sedan,68,1.3,Gas,yes,2011,Sens,front
7389,Volkswagen,10600.0,van,240,2.5,Diesel,yes,2009,T5 (Transporter) ïàññ.,front
7390,Acura,8699.0,sedan,145,3.2,Gas,yes,2005,TL,front
7391,Mitsubishi,11100.0,crossover,119,2.4,Gas,yes,2008,Outlander,
7392,BMW,17700.0,sedan,98,2.0,Petrol,yes,2011,320,rear
7393,Chevrolet,12500.0,sedan,43,1.8,Petrol,yes,2012,Cruze,front
7394,Geely,3100.0,sedan,69,1.6,Petrol,yes,2010,CK1,
7395,Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,A8,full
7396,Skoda,10200.0,hatch,180,1.9,Diesel,yes,2008,Octavia A5,front
7397,Other-Retro,12700.0,crossover,60,4.2,Diesel,yes,1987,Êëàññè÷åñêèå,
7398,Mercedes-Benz,2500.0,vagon,122,2.3,Petrol,yes,1987,230,rear
7399,BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,X6,full
7400,Chevrolet,12500.0,sedan,43,1.8,Petrol,yes,2012,Cruze,front
7401,BMW,39900.0,crossover,82,3.0,Petrol,yes,2011,X6,full
7402,Toyota,35900.0,crossover,84,3.0,Diesel,yes,2013,Land Cruiser Prado,full
7403,Nissan,18500.0,crossover,42,1.6,Petrol,yes,2012,Juke,full
7404,Mazda,11999.0,crossover,110,2.3,Petrol,yes,2008,CX-7,full
7405,Lexus,13999.0,sedan,128,3.0,Petrol,yes,2006,GS 300,full
7406,Citroen,19900.0,hatch,103,1.6,Diesel,yes,2012,DS5,front
7407,Renault,9300.0,vagon,184,1.5,Diesel,yes,2011,Megane,front
7408,Nissan,20820.0,crossover,27,1.6,Gas,yes,2015,Juke,front
7409,Opel,6490.0,van,290,1.9,Diesel,yes,2004,Vivaro ïàññ.,front
7410,Mercedes-Benz,41500.0,other,26,,Diesel,yes,2013,E-Class,rear
7411,VAZ,3300.0,sedan,103,1.6,Petrol,yes,2006,2110,front
7412,Subaru,4700.0,sedan,164,2.0,Petrol,yes,1998,Legacy,full
7413,Volkswagen,9599.0,sedan,88,1.6,Petrol,yes,2014,Polo,front
7414,Mitsubishi,13200.0,crossover,124,3.0,Gas,yes,2008,Pajero Sport,full
7415,Toyota,28900.0,crossover,120,3.5,Petrol,yes,2011,Highlander,full
7416,Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010,Vito ãðóç.,
7417,Hyundai,23999.0,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
7418,Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013,Highlander,full
7419,Kia,33419.1,crossover,0,2.2,Diesel,yes,2015,Sorento,full
7420,Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,A4,front
7421,Mitsubishi,2800.0,other,290,2.0,Petrol,yes,1990,Galant,front
7422,VAZ,3900.0,hatch,121,1.4,Petrol,yes,2008,1119,front
7423,Hyundai,5000.0,van,5,2.5,Diesel,yes,1999,H 200 ïàññ.,rear
7424,Renault,10750.0,hatch,136,1.5,Diesel,yes,2011,Megane,front
7425,Dacia,5550.0,other,124,1.6,Gas,yes,2007,Logan,front
7426,Subaru,4350.0,vagon,322,2.5,Petrol,yes,1998,Legacy,full
7427,Peugeot,12500.0,hatch,80,1.4,Diesel,yes,2013,208,front
7428,BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,545,rear
7429,Volkswagen,1800.0,sedan,250,,Petrol,yes,1991,Jetta,front
7430,Moskvich-Izh,750.0,van,100,1.5,Petrol,yes,1988,2715,rear
7431,Subaru,7600.0,crossover,132,2.0,Petrol,yes,2005,Forester,full
7432,Renault,6400.0,sedan,51,1.6,Petrol,yes,2011,Logan,front
7433,Honda,1750.0,sedan,193,2.0,Gas,yes,1988,Accord,front
7434,Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008,Pajero Wagon,full
7435,MINI,11950.0,hatch,150,1.6,Petrol,yes,2008,Cooper S,front
7436,BMW,4950.0,sedan,1,3.0,Petrol,yes,1996,730,rear
7437,Suzuki,8200.0,crossover,50,1.3,Petrol,yes,1990,Samurai,full
7438,Kia,3000.0,sedan,155,1.3,Gas,yes,2002,Rio,front
7439,Skoda,7000.0,hatch,77,1.4,Petrol,yes,2007,Roomster,front
7440,Nissan,6750.0,hatch,150,1.4,Petrol,yes,2008,Note,front
7441,Toyota,9000.0,crossover,180,1.8,Gas,yes,2003,Matrix,front
7442,Mercedes-Benz,13200.0,van,260,2.2,Diesel,yes,2008,Sprinter 213 ïàññ.,rear
7443,Opel,7800.0,other,140,,Diesel,yes,2008,Astra H,front
7444,VAZ,3777.0,other,70,1.6,Petrol,yes,2007,2110,front
7445,Daewoo,2700.0,sedan,250,1.3,Petrol,yes,2005,Sens,front
7446,VAZ,3950.0,crossover,120,1.7,Gas,yes,2004,2121,full
7447,Mitsubishi,6300.0,sedan,126,1.6,Petrol,yes,2006,Lancer,front
7448,Ford,23500.0,other,5,2.2,Diesel,yes,2014,Ranger,full
7449,Honda,9300.0,crossover,183,2.0,Petrol,yes,2004,CR-V,full
7450,Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,Megane,front
7451,Audi,44000.0,hatch,1,1.4,Petrol,yes,2016,A5,
7452,Renault,8350.0,other,141,1.5,Other,yes,2012,Megane,front
7453,Mercedes-Benz,20900.0,other,250,3.2,Diesel,yes,2007,ML 320,full
7454,Hyundai,13000.0,sedan,6,1.4,Petrol,yes,2012,Accent,front
7455,VAZ,537.225,sedan,87,1.5,Petrol,yes,1994,2105,rear
7456,GAZ,2400.0,van,120,2.5,Gas,yes,2008,2752 Ñîáîëü,rear
7457,Nissan,7800.0,hatch,85,1.6,Other,yes,2008,TIIDA,full
7458,Mercedes-Benz,4100.0,sedan,410,2.2,Diesel,yes,1998,E-Class,rear
7459,Toyota,26900.0,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,full
7460,Subaru,7999.0,sedan,155,2.0,Petrol,yes,2008,Legacy,full
7461,Toyota,17300.0,other,135,3.5,Gas,yes,2009,Camry,front
7462,Volkswagen,3500.0,hatch,220,2.0,Petrol,yes,1994,Golf III,front
7463,Audi,3000.0,vagon,270,2.5,Diesel,yes,1998,A4,front
7464,Audi,2500.0,vagon,280,2.5,Other,no,1999,A6,full
7465,Mitsubishi,7700.0,sedan,139,1.5,Petrol,yes,2008,Lancer X,front
7466,Mercedes-Benz,7600.0,sedan,384,2.8,Petrol,yes,2000,E-Class,rear
7467,Renault,4999.0,sedan,114,1.4,Other,yes,2006,Clio,front
7468,Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011,Rav 4,full
7469,Suzuki,6900.0,hatch,142,1.3,Petrol,yes,2007,Swift,front
7470,Mercedes-Benz,32000.0,crossover,176,3.2,Gas,yes,2003,G 320,full
7471,Subaru,11800.0,crossover,160,2.0,Petrol,yes,2008,Forester,full
7472,Kia,7800.0,other,140,2.0,Petrol,yes,2007,Magentis,front
7473,Lexus,70000.0,crossover,13,2.0,Petrol,yes,2016,RX 200,full
7474,Nissan,7500.0,hatch,129,1.6,Petrol,yes,2008,Note,front
7475,Opel,4400.0,other,280,1.8,Petrol,yes,1996,Vectra B,front
7476,Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014,Tiguan,full
7477,Subaru,38900.0,crossover,1,2.0,Diesel,yes,2016,Forester,full
7478,Mercedes-Benz,0.0,other,24,4.7,Petrol,yes,2014,S 500,full
7479,Mercedes-Benz,0.0,crossover,35,3.0,Diesel,yes,2015,G 350,full
7480,Mercedes-Benz,0.0,crossover,27,3.0,Diesel,yes,2015,G 350,full
7481,Mercedes-Benz,0.0,van,12,2.2,Diesel,yes,2015,V 250,full
7482,Mercedes-Benz,2700.0,sedan,350,3.0,Diesel,yes,1988,300,rear
7483,BMW,23900.0,crossover,162,4.8,Petrol,yes,2007,X5,full
7484,Mercedes-Benz,0.0,sedan,25,3.0,Diesel,yes,2014,S 350,full
7485,Volkswagen,55500.0,crossover,47,3.0,Diesel,yes,2016,Touareg,full
7486,Mercedes-Benz,0.0,sedan,20,3.0,Diesel,yes,2015,S 350,full
7487,Mercedes-Benz,0.0,sedan,24,3.0,Diesel,yes,2015,S 350,full
7488,Porsche,23500.0,crossover,136,3.6,Petrol,yes,2008,Cayenne,full
7489,Mercedes-Benz,0.0,sedan,25,3.0,Diesel,yes,2014,S 350,full
7490,Mercedes-Benz,187555.0,other,0,4.7,Petrol,yes,2016,S 500,full
7491,Mercedes-Benz,109900.0,sedan,40,3.0,Diesel,yes,2014,S 350,full
7492,Mercedes-Benz,0.0,sedan,20,3.0,Diesel,yes,2015,S 350,full
7493,Mercedes-Benz,0.0,other,25,4.7,Petrol,yes,2014,S 500,full
7494,Mercedes-Benz,116500.0,sedan,25,3.0,Diesel,yes,2015,S 350,full
7495,Subaru,37900.0,crossover,0,2.0,Diesel,yes,2016,Forester,full
7496,Subaru,0.0,crossover,1,2.0,Diesel,yes,2016,Forester,full
7497,Mercedes-Benz,0.0,sedan,42,3.0,Diesel,yes,2014,S 350,full
7498,BMW,64999.0,sedan,15,3.0,Petrol,yes,2012,640,rear
7499,Mercedes-Benz,124000.0,crossover,0,3.0,Petrol,yes,2016,GLS 400,full
7500,Honda,0.0,crossover,1,1.6,Diesel,yes,2016,CR-V,full
7501,Hyundai,10200.0,other,82,2.0,Gas,yes,2008,Coupe,front
7502,Toyota,0.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full
7503,Renault,11700.0,crossover,90,1.5,Diesel,yes,2011,Duster,full
7504,Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,Rav 4,full
7505,Mitsubishi,9200.0,sedan,48,1.5,Petrol,yes,2008,Lancer X,front
7506,Toyota,8900.0,other,180,2.0,Petrol,yes,2003,Rav 4,full
7507,Porsche,68000.0,crossover,38,4.8,Petrol,yes,2012,Cayenne,full
7508,Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992,Golf III,front
7509,Skoda,6000.0,hatch,145,1.2,Gas,yes,2008,Fabia,front
7510,Citroen,10800.0,van,41,1.6,Petrol,yes,2012,C3 Picasso,front
7511,Honda,26000.0,crossover,68,2.0,Petrol,yes,2012,CR-V,full
7512,Citroen,11800.0,hatch,62,1.6,Gas,yes,2012,C4,front
7513,Peugeot,7100.0,van,170,1.6,Diesel,yes,2011,Partner ãðóç.,front
7514,Hyundai,7400.0,hatch,112,1.4,Other,yes,2008,i30,front
7515,Ford,1300.0,hatch,345,2.0,Gas,yes,1986,Scorpio,rear
7516,Fiat,4800.0,hatch,113,1.2,Petrol,yes,2007,Punto,front
7517,Skoda,6900.0,hatch,92,1.4,Petrol,yes,2009,Fabia,front
7518,Mercedes-Benz,0.0,crossover,131,5.0,Petrol,yes,2008,G 500,full
7519,Mitsubishi,1180.0,sedan,280,1.8,Diesel,yes,1986,Galant,front
7520,Volkswagen,12999.0,van,250,1.9,Diesel,yes,2009,T5 (Transporter) ïàññ.,front
7521,Ford,11200.0,sedan,15,1.0,Petrol,yes,2015,Focus,front
7522,Mazda,8777.0,sedan,152,2.3,Petrol,yes,2008,6 MPS,full
7523,Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007,Pajero Sport,full
7524,Volkswagen,31500.0,crossover,1,2.0,Petrol,yes,2014,Tiguan,full
7525,Ford,4200.0,van,200,2.0,Diesel,yes,2003,Transit ãðóç.,front
7526,Kia,18700.0,crossover,34,2.0,Gas,yes,2012,Sportage,full
7527,Renault,3750.0,hatch,232,1.8,Petrol,yes,1997,Laguna,front
7528,Peugeot,9350.0,hatch,118,1.6,Diesel,yes,2012,308,front
7529,BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,528,rear
7530,Toyota,12500.0,crossover,201,2.0,Petrol,yes,2006,Rav 4,full
7531,ZAZ,1600.0,hatch,170,1.1,Petrol,yes,1998,1102 Òàâðèÿ,front
7532,VAZ,3550.0,hatch,93,1.6,Petrol,yes,2008,2114,front
7533,Kia,6450.0,sedan,160,1.6,Petrol,yes,2007,Cerato,front
7534,Ford,680.0,sedan,100,2.3,Gas,yes,1980,Granada,rear
7535,Nissan,15000.0,other,96,3.5,Petrol,yes,2008,Altima,front
7536,Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006,S 500,rear
7537,Citroen,10600.0,hatch,5,1.0,Petrol,yes,2014,C1,front
7538,Volkswagen,10900.0,vagon,185,1.4,Petrol,yes,2011,Golf VI,front
7539,Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008,Pajero Wagon,full
7540,Toyota,8420.0,other,150,2.7,Gas,yes,2005,Tacoma,rear
7541,VAZ,3900.0,crossover,163,1.7,Petrol,yes,2002,2121,full
7542,Ford,26300.0,crossover,75,2.0,Diesel,yes,2014,Kuga,full
7543,Mercedes-Benz,8000.0,sedan,300,2.0,Petrol,yes,2000,E-Class,rear
7544,Suzuki,3499.0,hatch,57,1.3,Petrol,yes,1998,Swift,front
7545,Volkswagen,13900.0,vagon,123,1.4,Gas,yes,2013,Touran,front
7546,VAZ,3250.0,sedan,125,1.5,Gas,yes,2006,21099,front
7547,Audi,1999.0,sedan,400,1.6,Diesel,yes,1986,80,front
7548,Toyota,11700.0,crossover,126,2.4,Gas,yes,2008,Rav 4,full
7549,Chevrolet,5999.0,sedan,100,1.6,Petrol,yes,2006,Lacetti,front
7550,VAZ,1400.0,sedan,1,1.5,Gas,yes,1996,2106,rear
7551,Chevrolet,18500.0,sedan,51,2.4,Gas,yes,2012,Malibu,front
7552,Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989,E-Class,rear
7553,VAZ,2650.0,sedan,101,1.5,Petrol,yes,2005,21099,front
7554,Porsche,69900.0,sedan,40,3.0,Diesel,yes,2013,Panamera,rear
7555,VAZ,2400.0,vagon,187,1.5,Petrol,yes,2000,2111,front
7556,Toyota,11800.0,sedan,90,1.8,Petrol,yes,2008,Avensis,front
7557,BYD,4900.0,sedan,92,1.6,Petrol,yes,2007,F3,front
7558,VAZ,2950.0,hatch,167,1.5,Gas,yes,2005,2114,front
7559,SsangYong,16700.0,crossover,39,2.7,Diesel,yes,2013,Rexton,full
7560,Audi,2550.0,vagon,1,2.5,Diesel,no,1998,A6,front
7561,Volkswagen,11700.0,van,185,1.4,Petrol,yes,2008,Cross Touran,front
7562,Skoda,8200.0,sedan,1,18.0,Gas,yes,2005,Superb,
7563,VAZ,2650.0,hatch,125,1.5,Petrol,yes,2004,21093,front
7564,VAZ,1500.0,sedan,200,1.5,Petrol,yes,2000,2105,rear
